species_id,scientific_name,common_name,status,kingdom,detail_url,image_url
37820,Selliguea subsparsa,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37820,https://cms.mybis.gov.my/thumbnail/s300_899.jpeg
34761,Selliguea taeniata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34761,https://cms.mybis.gov.my/thumbnail/s300_903.jpeg
44520,Sesamum radiatum,Black Sesame,No Data,Plantae,https://www.mybis.gov.my/one/profile.php?sid=44520,https://cms.mybis.gov.my/thumbnail/s300_1137.jpeg
10130,Shorea exelliptica,Balau Tembaga,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=10130,https://cms.mybis.gov.my/thumbnail/s300_6272.jpeg
14996,Shorea foxworthyi,Balau Bukit,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=14996,https://cms.mybis.gov.my/thumbnail/s300_2383.jpeg
14385,Shorea glauca,Balau Laut,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=14385,https://cms.mybis.gov.my/thumbnail/s300_6264.jpeg
15892,Shorea guiso,Balau Membatu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15892,https://cms.mybis.gov.my/img/plant.png
20467,Shorea laevis,Balau Kumus,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20467,https://cms.mybis.gov.my/thumbnail/s300_6273.jpeg
46177,Shorea lumutensis,Balau Putih,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=46177,https://cms.mybis.gov.my/thumbnail/s300_7480.jpeg
30035,Shorea materialis,Balau Pasir,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=30035,https://cms.mybis.gov.my/thumbnail/s300_2439.jpeg
30037,Shorea maxwelliana,Balau Kumus Hitam,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=30037,https://cms.mybis.gov.my/thumbnail/s300_4294.jpeg
31423,Shorea ochrophloia,Seraya Batu,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31423,https://cms.mybis.gov.my/thumbnail/s300_2440.jpeg
37836,Shorea submontana,Balau Gajah,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37836,https://cms.mybis.gov.my/img/plant.png
2794,Smilax calophylla,Rancang Besi,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2794,https://cms.mybis.gov.my/img/plant.png
43118,Stenochlaena palustris,Climbing Swamp Fern,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43118,https://cms.mybis.gov.my/thumbnail/s300_1750.jpeg
2806,Strombosia ceylanica,Kamap,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2806,https://cms.mybis.gov.my/img/plant.png
17485,Strombosia javanica,Dedali,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=17485,https://cms.mybis.gov.my/thumbnail/s300_9266.jpeg
4939,Strophanthus caudatus,Tanduk-tanduk,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4939,https://cms.mybis.gov.my/img/plant.png
6897,Symplocos anomala,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6897,https://cms.mybis.gov.my/img/plant.png
361,Symplocos barringtoniifolia,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=361,https://cms.mybis.gov.my/img/plant.png
3007,Symplocos calycodactylos,,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3007,https://cms.mybis.gov.my/img/plant.png
2645,Symplocos cerasifolia,Madang,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2645,https://cms.mybis.gov.my/img/plant.png
4758,Symplocos crassipes,Jirak,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4758,https://cms.mybis.gov.my/img/plant.png
12157,Symplocos fasciculata,Menasi,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=12157,https://cms.mybis.gov.my/thumbnail/s300_83.jpeg
16921,Symplocos henschelii,Girak,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16921,https://cms.mybis.gov.my/img/plant.png
20173,Symplocos laeteviridis,Tipih,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20173,https://cms.mybis.gov.my/img/plant.png
31978,Symplocos odoratissima,Lisang,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31978,https://cms.mybis.gov.my/img/plant.png
43166,Symplocos pendula,Tipih,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43166,https://cms.mybis.gov.my/img/plant.png
38040,Symplocos sumuntia,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38040,https://cms.mybis.gov.my/img/plant.png
39132,Symplocos tricoccata,Atup,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39132,https://cms.mybis.gov.my/img/plant.png
43251,Tabernaemontana pauciflora,Lada-lada,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43251,https://cms.mybis.gov.my/thumbnail/s300_1206.jpeg
45124,Tabernaemontana rostrata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45124,https://cms.mybis.gov.my/img/plant.png
27137,Tetrameles nudiflora,Mengkundor,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=27137,https://cms.mybis.gov.my/img/plant.png
43397,Thottea parviflora,Kemed Kawit,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43397,https://cms.mybis.gov.my/thumbnail/s300_6398.jpeg
38211,Thottea tomentosa,Tapak Gajah,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38211,https://cms.mybis.gov.my/thumbnail/s300_1836.jpeg
43430,Thylacopteris papillosa,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43430,https://cms.mybis.gov.my/img/plant.png
4183,Toona ciliata,Surian,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4183,https://cms.mybis.gov.my/img/plant.png
44787,Toona sinensis,Surian Bawang,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=44787,https://cms.mybis.gov.my/img/plant.png
43513,Trichosanthes pilosa,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43513,https://cms.mybis.gov.my/img/plant.png
28767,Trigoniastrum hypoleucum,Marajali,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=28767,https://cms.mybis.gov.my/img/plant.png
2610,Urceola brachysepala,Akar Gerip Hitam,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2610,https://cms.mybis.gov.my/img/plant.png
12565,Urceola elastica,Akar Gerip Merah,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=12565,https://cms.mybis.gov.my/img/plant.png
20288,Urceola laevigata,,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20288,https://cms.mybis.gov.my/img/plant.png
52432,Vatica abdulrahmaniana,,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=52432,https://cms.mybis.gov.my/thumbnail/s300_6463.jpeg
623,Vatica bella,Resak Keluang,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=623,https://cms.mybis.gov.my/thumbnail/s300_8460.jpeg
5917,Vatica cuspidata,Resak Daun Runching,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5917,https://cms.mybis.gov.my/img/plant.png
13915,Vatica flavida,Resak Padi,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=13915,https://cms.mybis.gov.my/thumbnail/s300_2457.jpeg
16785,Vatica havilandii,Resak Degung,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16785,https://cms.mybis.gov.my/thumbnail/s300_2458.jpeg
17025,Vatica heteroptera,Resak Gunung,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=17025,https://cms.mybis.gov.my/img/plant.png
45709,Vatica lowii,Resak Pipit,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45709,https://cms.mybis.gov.my/img/plant.png
30862,Vatica maingayi,Resak Lidi,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=30862,https://cms.mybis.gov.my/img/plant.png
30863,Vatica mangachapoi,Resak Julong,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=30863,https://cms.mybis.gov.my/thumbnail/s300_2618.jpeg
26001,Vatica nitens,Resak Daun Panjang,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26001,https://cms.mybis.gov.my/thumbnail/s300_5067.jpeg
31778,Vatica odorata,Resak Ranting Kesat,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31778,https://cms.mybis.gov.my/thumbnail/s300_41.jpeg
43944,Vatica pallida,Resak Kecil,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43944,https://cms.mybis.gov.my/thumbnail/s300_2542.jpeg
43952,Vatica perakensis,Resak Putih,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=43952,https://cms.mybis.gov.my/thumbnail/s300_2462.jpeg
45051,Vatica scortechinii,Resak Langgung,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45051,https://cms.mybis.gov.my/thumbnail/s300_2468.jpeg
38374,Vatica stapfiana,Resak Mempening,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38374,https://cms.mybis.gov.my/thumbnail/s300_7366.jpeg
42157,Vatica venulosa,Resak Letup,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=42157,https://cms.mybis.gov.my/thumbnail/s300_2489.jpeg
33975,Viscum ovalifolium,Api-api,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33975,https://cms.mybis.gov.my/img/plant.png
45004,Viscum wrayi,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45004,https://cms.mybis.gov.my/img/plant.png
44046,Walsura pinnata,Bekak,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=44046,https://cms.mybis.gov.my/thumbnail/s300_13307.jpeg
16230,Willughbeia angustifolia,Akar Kubal,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16230,https://cms.mybis.gov.my/img/plant.png
7697,Willughbeia coriacea,Akar Getah Gaharu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=7697,https://cms.mybis.gov.my/thumbnail/s300_9490.jpeg
9348,Willughbeia edulis,Akar Jitan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=9348,https://cms.mybis.gov.my/img/plant.png
29574,Willughbeia oblonga,,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=29574,https://cms.mybis.gov.my/img/plant.png
35627,Willughbeia tenuiflora,Akar Jitan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35627,https://cms.mybis.gov.my/img/plant.png
20403,Xerospermum laevigatum,Rambutan Pacat Daun Kecil,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20403,https://cms.mybis.gov.my/img/plant.png
26630,Xerospermum noronhianum,Rambutan Pacat,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26630,https://cms.mybis.gov.my/thumbnail/s300_1244.jpeg
38434,Xiphopterella sparsipilosa,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38434,https://cms.mybis.gov.my/thumbnail/s300_1765.jpeg
31300,Argyreia penangiana,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31300,https://cms.mybis.gov.my/thumbnail/s300_6699.jpeg
32035,Argyreia rubicunda,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32035,https://cms.mybis.gov.my/img/plant.png
31929,Argyreia sphaerocephala,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31929,https://cms.mybis.gov.my/thumbnail/s300_1869.jpeg
17379,Aristolochia jackii,,Data Deficient,Plantae,https://www.mybis.gov.my/one/profile.php?sid=17379,https://cms.mybis.gov.my/img/plant.png
23691,Aristolochia minutiflora,Ketola Hutan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=23691,https://cms.mybis.gov.my/img/plant.png
32081,Artocarpus rigidus,Temponek,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32081,https://cms.mybis.gov.my/thumbnail/s300_427.jpeg
62252,Arytera litoralis,Gerik,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=62252,https://cms.mybis.gov.my/img/plant.png
6058,Asplenium affine,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6058,https://cms.mybis.gov.my/thumbnail/s300_1691.jpeg
25752,Asplenium nidus,Bird's Nest Fern,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25752,https://cms.mybis.gov.my/thumbnail/s300_428.jpeg
26605,Asplenium normale,Rainforest Spleenwort,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=26605,https://cms.mybis.gov.my/img/plant.png
31394,Asplenium phyllitidis,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31394,https://cms.mybis.gov.my/thumbnail/s300_1695.jpeg
32132,Asplenium robustum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32132,https://cms.mybis.gov.my/img/plant.png
31880,Asplenium salignum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31880,https://cms.mybis.gov.my/img/plant.png
31885,Asplenium scortechinii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31885,https://cms.mybis.gov.my/thumbnail/s300_1699.jpeg
35494,Asplenium tenerum,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35494,https://cms.mybis.gov.my/thumbnail/s300_1700.jpeg
37431,Asplenium thunbergii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=37431,https://cms.mybis.gov.my/thumbnail/s300_9009.jpeg
66383,Asplenium truncatum,Speenwort,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=66383,https://cms.mybis.gov.my/thumbnail/s300_13547.jpeg
42647,Asplenium unilaterale,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=42647,https://cms.mybis.gov.my/img/plant.png
24785,Atuna nannodes,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=24785,https://cms.mybis.gov.my/img/plant.png
10181,Azadirachta excelsa,Sentang,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=10181,https://cms.mybis.gov.my/thumbnail/s300_5512.jpeg
2377,Barringtonia acutangula,Putat,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2377,https://cms.mybis.gov.my/thumbnail/s300_4652.jpeg
15670,Barringtonia fusiformis,Putat Padi,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15670,https://cms.mybis.gov.my/thumbnail/s300_6379.jpeg
58335,Barringtonia maxwelliana,,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=58335,https://cms.mybis.gov.my/img/plant.png
31525,Barringtonia pauciflora,,Data Deficient,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31525,https://cms.mybis.gov.my/img/plant.png
31531,Barringtonia pendula,Putat,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31531,https://cms.mybis.gov.my/img/plant.png
32241,Barringtonia rimata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32241,https://cms.mybis.gov.my/img/plant.png
31956,Barringtonia scortechinii,Putat Gajah,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31956,https://cms.mybis.gov.my/img/plant.png
5176,Bayabusua clarkei,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5176,https://cms.mybis.gov.my/thumbnail/s300_8844.jpeg
23927,Belvisia mucronata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=23927,https://cms.mybis.gov.my/thumbnail/s300_841.jpeg
32308,Belvisia spicata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32308,https://cms.mybis.gov.my/thumbnail/s300_13551.jpeg
66387,Blechnopsis orientalis,Paku Ikan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=66387,https://cms.mybis.gov.my/img/plant.png
31773,Boesenbergia plicata,,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=31773,https://cms.mybis.gov.my/thumbnail/s300_4164.jpeg
5646,Brachylophon curtisii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5646,https://cms.mybis.gov.my/img/plant.png
32811,Calamus peregrinus,Rotan,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32811,https://cms.mybis.gov.my/thumbnail/s300_4932.jpeg
24466,Caryota mitis,Clustering Fishtail Palm,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=24466,https://cms.mybis.gov.my/thumbnail/s300_9124.jpeg
69571,Castanopsis corallocarpus,,No Data,Plantae,https://www.mybis.gov.my/one/profile.php?sid=69571,https://cms.mybis.gov.my/img/plant.png
24566,Champereia manillana,Cemperai,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=24566,https://cms.mybis.gov.my/thumbnail/s300_1952.jpeg
33603,Chilocarpus rostratus,Akar Kawit,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33603,https://cms.mybis.gov.my/img/plant.png
2642,Chisocheton ceramicus,Dedaru,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2642,https://cms.mybis.gov.my/img/plant.png
24628,Chisocheton macrophyllus,Bekak,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=24628,https://cms.mybis.gov.my/img/plant.png
33530,Chisocheton patens,Bekak,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33530,https://cms.mybis.gov.my/img/plant.png
33540,Chisocheton pentandrus,Lisi-lisi,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33540,https://cms.mybis.gov.my/img/plant.png
33542,Chisocheton perakensis,,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33542,https://cms.mybis.gov.my/img/plant.png
32847,Chisocheton sarawakanus,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=32847,https://cms.mybis.gov.my/img/plant.png
38337,Chisocheton tomentosus,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=38337,https://cms.mybis.gov.my/img/plant.png
15032,Chonemorpha fragrans,Akar Gerip Merah,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15032,https://cms.mybis.gov.my/img/plant.png
3700,Christensenia aesculifolia,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3700,https://cms.mybis.gov.my/img/fern.png
15171,Coniogramme fraxinea,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15171,https://cms.mybis.gov.my/thumbnail/s300_6213.jpeg
16399,Crypteronia griffithii,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=16399,https://cms.mybis.gov.my/img/plant.png
34308,Crypteronia paniculata,Bekoi,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34308,https://cms.mybis.gov.my/img/plant.png
34323,Ctenolophon parvifolius,Mertas,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34323,https://cms.mybis.gov.my/img/plant.png
1227,Ctenopterella blechnoides,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=1227,https://cms.mybis.gov.my/thumbnail/s300_1758.jpeg
9786,Cyathea alternans,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=9786,https://cms.mybis.gov.my/img/plant.png
1606,Cyathea borneensis,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=1606,https://cms.mybis.gov.my/img/plant.png
7323,Cyathea contaminans,Tree Ferns,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=7323,https://cms.mybis.gov.my/thumbnail/s300_5250.jpeg
28536,Cyathea hymenodes,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=28536,https://cms.mybis.gov.my/img/plant.png
17012,Cyathea incisoserrata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=17012,https://cms.mybis.gov.my/img/plant.png
47128,Cyathea latebrosa,Paku Gheya,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=47128,https://cms.mybis.gov.my/thumbnail/s300_7696.jpeg
46284,Cyathea lurida,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=46284,https://cms.mybis.gov.my/thumbnail/s300_1710.jpeg
30105,Cyathea obscura,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=30105,https://cms.mybis.gov.my/img/plant.png
34485,Cyathea polypoda,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34485,https://cms.mybis.gov.my/img/plant.png
34559,Cyathea recommutata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34559,https://cms.mybis.gov.my/img/plant.png
39050,Cyathea trichodesma,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=39050,https://cms.mybis.gov.my/img/plant.png
5535,Cycas clivicola,Bogak,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5535,https://cms.mybis.gov.my/thumbnail/s300_8282.jpeg
57970,Cyclopeltis crenata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=57970,https://cms.mybis.gov.my/img/plant.png
34763,Dalbergia parviflora,,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34763,https://cms.mybis.gov.my/img/plant.png
3756,Dasygrammitis brevivenosa,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3756,https://cms.mybis.gov.my/img/plant.png
15588,Dasygrammitis fuscata,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15588,https://cms.mybis.gov.my/img/plant.png
25199,Dasygrammitis malaccana,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=25199,https://cms.mybis.gov.my/img/plant.png
10963,Davallia divaricata,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=10963,https://cms.mybis.gov.my/thumbnail/s300_13568.jpeg
28552,Davallia hymenophylloides,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=28552,https://cms.mybis.gov.my/img/plant.png
33989,Davallia solida,Giant Hare's-foot,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=33989,https://cms.mybis.gov.my/img/plant.png
55243,Davallia trichomanoides,Squirrel's-foot Fern,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=55243,https://cms.mybis.gov.my/thumbnail/s300_13578.jpeg
6674,Dicranopteris curranii,Paku Resam,Not Evaluated,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6674,https://cms.mybis.gov.my/thumbnail/s300_321.jpeg
15446,Dimocarpus fumatus,Mambuakat,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15446,https://cms.mybis.gov.my/img/plant.png
66352,Diphasiastrum platyrhizoma,,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=66352,https://cms.mybis.gov.my/img/plant.png
2613,Dipterocarpus acutangulus,Keruing Merkah,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2613,https://cms.mybis.gov.my/thumbnail/s300_2237.jpeg
414,Dipterocarpus baudii,Keruing Bulu,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=414,https://cms.mybis.gov.my/thumbnail/s300_5662.jpeg
4971,Dipterocarpus caudatus,Keruing Gasing,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4971,https://cms.mybis.gov.my/thumbnail/s300_2297.jpeg
3231,Dipterocarpus chartaceus,Keruing Kertas,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=3231,https://cms.mybis.gov.my/thumbnail/s300_7292.jpeg
5538,Dipterocarpus concavus,Keruing Senduk,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5538,https://cms.mybis.gov.my/thumbnail/s300_2613.jpeg
7832,Dipterocarpus coriaceus,Keruing Paya,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=7832,https://cms.mybis.gov.my/thumbnail/s300_8167.jpeg
5033,Dipterocarpus costatus,Keruing Bukit,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5033,https://cms.mybis.gov.my/thumbnail/s300_2121.jpeg
5183,Dipterocarpus costulatus,Keruing Kipas,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=5183,https://cms.mybis.gov.my/thumbnail/s300_6462.jpeg
6024,Dipterocarpus crinitus,Keruing Mempelas,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=6024,https://cms.mybis.gov.my/thumbnail/s300_5709.jpeg
11519,Dipterocarpus elongatus,Keruing Latek,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11519,https://cms.mybis.gov.my/thumbnail/s300_5691.jpeg
11811,Dipterocarpus fagineus,Keruing Pipit,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=11811,https://cms.mybis.gov.my/thumbnail/s300_2302.jpeg
15790,Dipterocarpus grandiflorus,Keruing Belimbing,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=15790,https://cms.mybis.gov.my/thumbnail/s300_5678.jpeg
20990,Dipterocarpus kerrii,Keruing Gondol,Vulnerable,Plantae,https://www.mybis.gov.my/one/profile.php?sid=20990,https://cms.mybis.gov.my/thumbnail/s300_1250.jpeg
28881,Dipterocarpus kunstleri,Keruing Gombang Merah,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=28881,https://cms.mybis.gov.my/thumbnail/s300_4806.jpeg
45645,Dipterocarpus lowii,Keruing Sol,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=45645,https://cms.mybis.gov.my/thumbnail/s300_10461.jpeg
35746,Dipterocarpus perakensis,Keruing Perak,Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35746,https://cms.mybis.gov.my/img/plant.png
35993,Dipterocarpus retusus,Keruing Gunung,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=35993,https://cms.mybis.gov.my/img/plant.png
34832,Dipterocarpus semivestitus,Keruing Padi,Critically Endangered,Plantae,https://www.mybis.gov.my/one/profile.php?sid=34832,https://cms.mybis.gov.my/thumbnail/s300_2259.jpeg
40609,Dipterocarpus verrucosus,Keruing Merah,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=40609,https://cms.mybis.gov.my/img/plant.png
29700,Dryobalanops oblongifolia,Keladan,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=29700,https://cms.mybis.gov.my/thumbnail/s300_4548.jpeg
4993,Dyera costulata,Jelutong,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4993,https://cms.mybis.gov.my/thumbnail/s300_2363.jpeg
2586,Dysoxylum acutangulum,Bekak,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=2586,https://cms.mybis.gov.my/img/plant.png
7556,Dysoxylum arborescens,Bekak,Low Concern,Plantae,https://www.mybis.gov.my/one/profile.php?sid=7556,https://cms.mybis.gov.my/thumbnail/s300_13325.jpeg
4437,Dysoxylum carolinae,,Near Threat,Plantae,https://www.mybis.gov.my/one/profile.php?sid=4437,https://cms.mybis.gov.my/img/plant.png
